,country,year,Live animals,Meat,Dairy and eggs,Fish and shellfish,Cereals,Vegetables and fruit,Sugar,Coffee tea cocoa etc,Animal feeding,Miscellaneous foods
68,Iceland,2018,0.0,0.0,0.0,319.24999999999994,0.0,0.0,0.0,0.0,0.0,0.0
69,Iceland,2019,0.0,0.0,0.0,323.51,0.0,0.0,0.0,0.0,0.0,0.0
70,Iceland,2020,0.0,0.0,0.0,302.46,0.0,0.0,0.0,0.0,0.0,0.0
71,Iceland,2021,0.0,0.0,0.0,280.72,0.0,0.0,0.0,0.0,0.0,0.0
