,country,year,Live animals,Meat,Dairy and eggs,Fish and shellfish,Cereals,Vegetables and fruit,Sugar,Coffee tea cocoa etc,Animal feeding,Miscellaneous foods
0,Argentina,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.11,0.0
1,Argentina,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.42,0.0
2,Argentina,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.53999999999996,0.0
3,Argentina,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.8100000000001,0.0
