,country,year,Live animals,Meat,Dairy and eggs,Fish and shellfish,Cereals,Vegetables and fruit,Sugar,Coffee tea cocoa etc,Animal feeding,Miscellaneous foods
88,Kenya,2018,0.0,0.0,0.0,0.0,0.0,103.05,0.0,162.68,0.0,0.0
89,Kenya,2019,0.0,0.0,0.0,0.0,0.0,91.86,0.0,122.86000000000001,0.0,0.0
90,Kenya,2020,0.0,0.0,0.0,0.0,0.0,96.88,0.0,139.76000000000002,0.0,0.0
91,Kenya,2021,0.0,0.0,0.0,0.0,0.0,128.93,0.0,108.19999999999999,0.0,0.0
