,commodity,country,imports,country_code,latitude,longitude,code country
0,00 Live animals,France,201.60000000000002,FR,46.227638,2.213749,FR France
1,00 Live animals,Ireland,1481.08,IE,53.41291,-8.24389,IE Ireland
