,country,year,Live animals,Meat,Dairy and eggs,Fish and shellfish,Cereals,Vegetables and fruit,Sugar,Coffee tea cocoa etc,Animal feeding,Miscellaneous foods
120,South Africa,2018,0.0,0.0,0.0,0.0,0.0,592.86,0.0,0.0,0.0,0.0
121,South Africa,2019,0.0,0.0,0.0,0.0,0.0,561.0699999999999,0.0,0.0,0.0,0.0
122,South Africa,2020,0.0,0.0,0.0,0.0,0.0,591.97,0.0,0.0,0.0,0.0
123,South Africa,2021,0.0,0.0,0.0,0.0,0.0,587.4,0.0,0.0,0.0,0.0
