,country,year,Live animals,Meat,Dairy and eggs,Fish and shellfish,Cereals,Vegetables and fruit,Sugar,Coffee tea cocoa etc,Animal feeding,Miscellaneous foods
148,Vietnam,2018,0.0,0.0,0.0,222.76,0.0,110.05999999999999,0.0,67.61999999999999,0.0,0.0
149,Vietnam,2019,0.0,0.0,0.0,230.4,0.0,100.69000000000001,0.0,80.36,0.0,0.0
150,Vietnam,2020,0.0,0.0,0.0,243.95,0.0,78.99999999999999,0.0,73.5,0.0,0.0
151,Vietnam,2021,0.0,0.0,0.0,204.09,0.0,85.89999999999999,0.0,70.07,0.0,0.0
