,country,year,Live animals,Meat,Dairy and eggs,Fish and shellfish,Cereals,Vegetables and fruit,Sugar,Coffee tea cocoa etc,Animal feeding,Miscellaneous foods
44,Ecuador,2018,0.0,0.0,0.0,79.2,0.0,0.0,0.0,0.0,0.0,0.0
45,Ecuador,2019,0.0,0.0,0.0,68.78999999999999,0.0,0.0,0.0,0.0,0.0,0.0
46,Ecuador,2020,0.0,0.0,0.0,111.60999999999999,0.0,0.0,0.0,0.0,0.0,0.0
47,Ecuador,2021,0.0,0.0,0.0,153.79,0.0,0.0,0.0,0.0,0.0,0.0
