,country,year,Live animals,Meat,Dairy and eggs,Fish and shellfish,Cereals,Vegetables and fruit,Sugar,Coffee tea cocoa etc,Animal feeding,Miscellaneous foods
132,Thailand,2018,0.0,499.36999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.66
133,Thailand,2019,0.0,520.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.21000000000001
134,Thailand,2020,0.0,476.14000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.8
135,Thailand,2021,0.0,399.18000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.31
